survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,fare_per_age
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,C,Southampton,yes,True,0.3020846153846154
1,2,female,24.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,1.0833333333333333
0,2,male,54.0,0,0,14.0,S,Second,man,True,C,Southampton,no,True,0.25925925925925924
1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,5.31828064516129
1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,3.3625
0,3,male,27.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.29243703703703705
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,C,Queenstown,yes,True,0.4116666666666667
1,2,female,22.0,1,1,29.0,S,Second,woman,False,C,Southampton,yes,False,1.3181818181818181
1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,3.7675916666666662
0,3,male,61.0,0,0,6.2375,S,Third,man,True,C,Southampton,no,True,0.10225409836065573
1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,0.3611111111111111
1,3,female,31.0,1,1,20.525,S,Third,woman,False,C,Southampton,yes,False,0.6620967741935483
1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,3.6237
1,3,female,28.0,2,0,23.25,Q,Third,woman,False,C,Queenstown,yes,False,2.4542053009493117
0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,0.6263736263736264
0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,4.0384868421052635
0,3,male,16.0,2,0,18.0,S,Third,man,True,C,Southampton,no,False,1.125
1,1,female,28.0,1,0,133.65,S,First,woman,False,C,Southampton,yes,False,2.4542053009493117
0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,2.296551724137931
1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,3.2804878048780486
1,3,male,45.0,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,0.1788888888888889
0,1,male,45.0,0,0,35.5,S,First,man,True,C,Southampton,no,True,0.7888888888888889
1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,13.0
1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,10.958333333333334
0,2,male,28.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,0.4642857142857143
0,2,male,36.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,0.3611111111111111
1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,0.5416666666666666
1,2,female,40.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,0.325
1,3,female,28.0,1,0,16.1,S,Third,woman,False,C,Southampton,yes,False,2.4542053009493117
1,3,male,3.0,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,5.3
0,3,male,42.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,0.20625
0,3,male,23.0,0,0,9.225,S,Third,man,True,C,Southampton,no,True,0.4010869565217391
0,1,male,28.0,0,0,35.0,S,First,man,True,C,Southampton,no,True,2.4542053009493117
0,3,male,15.0,1,1,7.2292,C,Third,child,False,C,Cherbourg,no,False,0.48194666666666663
0,3,male,25.0,1,0,17.8,S,Third,man,True,C,Southampton,no,False,0.7120000000000001
1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,2.5
0,2,female,38.0,0,0,13.0,S,Second,woman,False,C,Southampton,no,True,0.34210526315789475
0,3,male,40.0,1,4,27.9,S,Third,man,True,C,Southampton,no,False,0.6975
0,2,male,29.0,1,0,27.7208,C,Second,man,True,C,Cherbourg,no,False,0.9558896551724139
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,C,Cherbourg,no,False,0.32120444444444446
0,3,male,35.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,0.20142857142857143
0,3,male,30.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,0.24166666666666667
1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,1.2541666666666667
1,3,female,28.0,0,0,7.2292,C,Third,woman,False,C,Cherbourg,yes,True,2.4542053009493117
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,2.8874999999999997
1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,2.2176679999999998
0,3,male,18.0,1,0,6.4958,S,Third,man,True,C,Southampton,no,False,0.3608777777777778
0,3,male,19.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,0.42368421052631583
0,1,male,22.0,0,0,135.6333,C,First,man,True,C,Cherbourg,no,True,6.16515
0,3,female,3.0,3,1,21.075,S,Third,child,False,C,Southampton,no,False,7.0249999999999995
1,1,female,28.0,1,0,82.1708,C,First,woman,False,C,Cherbourg,yes,False,2.4542053009493117
1,3,female,22.0,0,0,7.25,S,Third,woman,False,C,Southampton,yes,True,0.32954545454545453
0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,7.833333333333333
0,3,male,20.0,0,0,4.0125,C,Third,man,True,C,Cherbourg,no,True,0.200625
0,3,male,19.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,0.40921052631578947
1,1,female,42.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,5.417261904761905
1,3,female,1.0,0,2,15.7417,C,Third,child,False,C,Cherbourg,yes,False,15.7417
0,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,0.24765625
1,1,female,35.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,1.4857142857142858
0,2,male,18.0,0,0,73.5,S,Second,man,True,C,Southampton,no,True,4.083333333333333
0,3,male,1.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,46.9
1,2,female,36.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,0.3611111111111111
0,3,male,28.0,0,0,7.7292,Q,Third,man,True,C,Queenstown,no,True,2.4542053009493117
1,2,female,17.0,0,0,12.0,C,Second,woman,False,C,Cherbourg,yes,True,0.7058823529411765
1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,3.3333333333333335
1,3,male,21.0,0,0,7.7958,S,Third,man,True,C,Southampton,yes,True,0.3712285714285714
0,3,male,28.0,2,0,7.925,S,Third,man,True,C,Southampton,no,False,0.2830357142857143
1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,4.925
1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,0.6958333333333333
0,3,male,22.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,0.3543545454545454
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,C,Southampton,no,True,0.25336129032258065
0,2,male,46.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,0.5652173913043478
0,2,male,23.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,0.45652173913043476
1,2,female,28.0,0,0,12.65,S,Second,woman,False,C,Southampton,yes,True,0.4517857142857143
1,3,male,39.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,0.2032051282051282
0,3,male,26.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,0.3096153846153846
0,3,female,21.0,1,0,9.825,S,Third,woman,False,C,Southampton,no,False,0.4678571428571428
0,3,male,28.0,1,0,15.85,S,Third,man,True,C,Southampton,no,False,0.5660714285714286
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,0.433125
0,2,male,34.0,1,0,21.0,S,Second,man,True,C,Southampton,no,False,0.6176470588235294
0,3,male,51.0,0,0,7.75,S,Third,man,True,C,Southampton,no,True,0.15196078431372548
1,2,male,3.0,1,1,18.75,S,Second,child,False,C,Southampton,yes,False,6.25
0,3,male,21.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,0.37023809523809526
0,3,male,28.0,0,0,6.8583,Q,Third,man,True,C,Queenstown,no,True,2.4542053009493117
1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,2.727272727272727
1,3,male,44.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,0.18011363636363636
0,3,female,28.0,0,0,8.05,S,Third,woman,False,C,Southampton,no,True,2.4542053009493117
1,2,female,34.0,1,1,32.5,S,Second,woman,False,C,Southampton,yes,False,0.9558823529411765
1,2,female,18.0,0,2,13.0,S,Second,woman,False,C,Southampton,yes,False,0.7222222222222222
0,3,female,10.0,0,2,24.15,S,Third,child,False,C,Southampton,no,False,2.415
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,C,Queenstown,no,True,0.36825238095238094
0,3,male,29.0,0,0,7.875,S,Third,man,True,C,Southampton,no,True,0.27155172413793105
0,3,female,28.0,1,1,14.4,S,Third,woman,False,C,Southampton,no,False,0.5142857142857143
0,3,male,18.0,1,1,20.2125,S,Third,man,True,C,Southampton,no,False,1.1229166666666666
1,2,female,28.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,0.9285714285714286
1,2,female,19.0,0,0,26.0,S,Second,woman,False,C,Southampton,yes,True,1.368421052631579
1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,0.2515625
1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,0.9482142857142858
1,2,female,42.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,0.6190476190476191
0,3,male,17.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,0.41911764705882354
0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,1.1179999999999999
1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,8.571428571428571
0,3,female,21.0,2,2,34.375,S,Third,woman,False,C,Southampton,no,False,1.6369047619047619
1,2,female,24.0,2,3,18.75,S,Second,woman,False,C,Southampton,yes,False,0.78125
0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,4.109375
0,2,male,31.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,0.3387096774193548
1,2,female,45.0,1,1,26.25,S,Second,woman,False,C,Southampton,yes,False,0.5833333333333334
0,3,male,20.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,0.475
0,3,male,25.0,1,0,7.775,S,Third,man,True,C,Southampton,no,False,0.311
1,2,female,28.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,0.4642857142857143
1,3,male,28.0,0,0,8.1125,S,Third,man,True,C,Southampton,yes,True,2.4542053009493117
1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,20.464575
1,2,female,13.0,0,1,19.5,S,Second,child,False,C,Southampton,yes,False,1.5
1,1,male,34.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,0.7808823529411765
1,3,female,5.0,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,3.85166
1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,0.5865384615384616
0,2,male,36.0,1,2,27.75,S,Second,man,True,C,Southampton,no,False,0.7708333333333334
0,3,male,28.0,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,2.4542053009493117
0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,0.925
1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,1.81845306122449
1,3,male,29.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,yes,True,0.2722689655172414
0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,0.4084615384615385
1,1,female,28.0,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,2.4542053009493117
1,2,female,50.0,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,0.21
1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,0.553125
0,3,male,34.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,0.23676470588235296
0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,0.8191489361702128
0,2,male,48.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,0.2708333333333333
0,3,male,38.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,0.18552631578947368
0,1,male,56.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,0.4741071428571429
0,3,male,28.0,0,0,7.725,Q,Third,man,True,C,Queenstown,no,True,2.4542053009493117
1,3,female,0.75,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,25.677733333333332
0,3,male,38.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,0.22796052631578947
1,2,female,33.0,1,2,27.75,S,Second,woman,False,C,Southampton,yes,False,0.8409090909090909
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,0.5996391304347827
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,C,Southampton,no,True,0.44715909090909095
0,1,male,28.0,0,0,52.0,S,First,man,True,A,Southampton,no,True,2.4542053009493117
0,3,male,29.0,1,0,7.0458,S,Third,man,True,C,Southampton,no,False,0.24295862068965518
0,3,male,22.0,0,0,7.5208,S,Third,man,True,C,Southampton,no,True,0.34185454545454547
1,3,female,2.0,0,1,12.2875,S,Third,child,False,C,Southampton,yes,False,6.14375
0,3,male,9.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,5.211111111111111
0,3,male,50.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,0.161
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,C,Southampton,yes,True,0.1521825396825397
1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,3.643168
1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,2.5714285714285716
0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,0.5120689655172413
1,3,male,9.0,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,1.7666666666666666
0,3,male,21.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,0.34523809523809523
0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,0.5545454545454546
0,1,male,71.0,0,0,49.5042,C,First,man,True,C,Cherbourg,no,True,0.6972422535211267
0,3,male,28.0,0,0,14.4583,C,Third,man,True,C,Cherbourg,no,True,2.4542053009493117
1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1.4493833333333332
0,3,male,28.0,0,0,15.1,S,Third,man,True,C,Southampton,no,True,2.4542053009493117
0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,6.062
0,3,male,24.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,0.324825
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,0.36904761904761907
0,3,female,28.0,0,0,7.6292,Q,Third,woman,False,C,Queenstown,no,True,2.4542053009493117
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,C,Southampton,no,True,0.2591216216216216
1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,5.40625
0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,6.050000000000001
1,2,female,33.0,0,2,26.0,S,Second,woman,False,C,Southampton,yes,False,0.7878787878787878
1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,2.4542053009493117
0,3,male,28.0,0,0,22.525,S,Third,man,True,C,Southampton,no,True,0.8044642857142856
1,3,male,26.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,2.1729153846153846
1,3,male,29.0,0,0,7.75,Q,Third,man,True,C,Queenstown,yes,True,0.2672413793103448
1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.7302083333333333
1,1,female,54.0,1,0,59.4,C,First,woman,False,C,Cherbourg,yes,False,1.0999999999999999
0,3,male,24.0,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,0.312325
0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,0.7238468085106383
1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,0.3088235294117647
0,3,male,28.0,0,0,24.15,Q,Third,man,True,C,Queenstown,no,True,2.4542053009493117
1,2,female,36.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,0.7222222222222222
0,3,male,32.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.24674375
1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,3.1166666666666667
1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,1.317709090909091
0,3,male,28.0,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,2.4542053009493117
0,3,male,40.5,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,0.19135802469135801
0,1,male,28.0,0,0,221.7792,S,First,man,True,C,Southampton,no,True,2.4542053009493117
0,3,male,39.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,0.2032051282051282
0,2,male,23.0,2,1,11.5,S,Second,man,True,C,Southampton,no,False,0.5
1,2,female,2.0,1,1,26.0,S,Second,child,False,C,Southampton,yes,False,13.0
0,3,male,17.0,1,1,7.2292,C,Third,man,True,C,Cherbourg,no,False,0.42524705882352937
1,3,female,28.0,0,2,22.3583,C,Third,woman,False,C,Cherbourg,yes,False,2.4542053009493117
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,0.28875
1,2,female,7.0,0,2,26.25,S,Second,child,False,C,Southampton,yes,False,3.75
0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,0.59
1,1,female,30.0,0,0,106.425,C,First,woman,False,C,Cherbourg,yes,True,3.5475
0,3,male,28.0,0,0,14.5,S,Third,man,True,C,Southampton,no,True,2.4542053009493117
1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,2.25
1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,1.9722222222222223
0,3,female,9.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,3.4749999999999996
0,3,female,11.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,2.8431818181818183
1,2,male,32.0,1,0,26.0,S,Second,man,True,C,Southampton,yes,False,0.8125
0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,2.1285
0,1,male,64.0,0,0,26.0,S,First,man,True,C,Southampton,no,True,0.40625
1,2,female,19.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,1.368421052631579
1,2,male,28.0,0,0,13.8625,C,Second,man,True,C,Cherbourg,yes,True,2.4542053009493117
0,3,male,33.0,1,1,20.525,S,Third,man,True,C,Southampton,no,False,0.621969696969697
1,2,male,8.0,1,1,36.75,S,Second,child,False,C,Southampton,yes,False,4.59375
1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,6.5225470588235295
0,2,male,27.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,0.9629629629629629
0,3,male,28.0,0,0,7.8292,Q,Third,man,True,C,Queenstown,no,True,2.4542053009493117
1,3,male,22.0,0,0,7.225,C,Third,man,True,C,Cherbourg,yes,True,0.3284090909090909
1,3,female,22.0,0,0,7.775,S,Third,woman,False,C,Southampton,yes,True,0.35340909090909095
0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,0.4282258064516129
1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,0.8250000000000001
0,1,male,28.0,0,0,227.525,C,First,man,True,C,Cherbourg,no,True,2.4542053009493117
1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,2.0423076923076926
1,3,female,36.0,1,0,17.4,S,Third,woman,False,C,Southampton,yes,False,0.4833333333333333
0,3,male,40.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.19739500000000001
0,2,male,28.0,0,0,13.5,S,Second,man,True,C,Southampton,no,True,0.48214285714285715
0,3,male,24.0,2,0,24.15,S,Third,man,True,C,Southampton,no,False,1.0062499999999999
0,3,male,19.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.4155684210526316
0,3,female,29.0,0,4,21.075,S,Third,woman,False,C,Southampton,no,False,0.7267241379310344
1,3,male,32.0,0,0,7.8542,S,Third,man,True,C,Southampton,yes,True,0.24544375
1,2,male,62.0,0,0,10.5,S,Second,man,True,C,Southampton,yes,True,0.1693548387096774
1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,0.9713056603773584
1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,0.7329861111111111
0,3,male,16.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,0.503125
0,3,male,19.0,0,0,14.5,S,Third,man,True,C,Southampton,no,True,0.7631578947368421
1,2,female,34.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,0.38235294117647056
1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,1.4333333333333333
0,3,female,28.0,1,0,14.4583,C,Third,woman,False,C,Cherbourg,no,False,2.4542053009493117
1,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,0.24765625
1,2,female,25.0,1,1,30.0,S,Second,woman,False,C,Southampton,yes,False,1.2
1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,2.8431615384615387
0,2,male,54.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,0.48148148148148145
0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,1.1145833333333333
0,3,male,28.0,0,0,8.7125,C,Third,man,True,C,Cherbourg,no,True,2.4542053009493117
1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,4.425000000000001
0,2,male,47.0,0,0,15.0,S,Second,man,True,C,Southampton,no,True,0.3191489361702128
1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,1.32
0,3,male,35.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,0.20357142857142857
1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,1.5051288461538461
0,3,male,47.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,0.15425531914893617
0,3,female,28.0,0,2,7.75,Q,Third,woman,False,C,Queenstown,no,False,2.4542053009493117
0,2,male,37.0,1,0,26.0,S,Second,man,True,C,Southampton,no,False,0.7027027027027027
0,3,male,36.0,1,1,24.15,S,Third,man,True,C,Southampton,no,False,0.6708333333333333
1,2,female,28.0,0,0,33.0,S,Second,woman,False,C,Southampton,yes,True,2.4542053009493117
0,3,male,49.0,0,0,0.0,S,Third,man,True,C,Southampton,no,True,0.0
1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,1.1618204081632653
1,2,female,24.0,2,1,27.0,S,Second,woman,False,C,Southampton,yes,False,1.125
0,1,male,28.0,0,0,42.4,S,First,man,True,C,Southampton,no,True,2.4542053009493117
0,3,male,44.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,0.18295454545454548
1,1,male,35.0,0,0,26.55,C,First,man,True,C,Cherbourg,yes,True,0.7585714285714286
0,3,male,36.0,1,0,15.55,S,Third,man,True,C,Southampton,no,False,0.43194444444444446
0,3,male,30.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.26319333333333333
1,1,male,27.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1.1296296296296295
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,C,Cherbourg,yes,False,1.8899636363636363
1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,3.8365625000000003
0,3,female,39.0,1,5,31.275,S,Third,woman,False,C,Southampton,no,False,0.8019230769230768
0,3,male,28.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,2.4542053009493117
1,2,female,24.0,1,2,65.0,S,Second,woman,False,C,Southampton,yes,False,2.7083333333333335
0,3,male,34.0,1,1,14.4,S,Third,man,True,C,Southampton,no,False,0.4235294117647059
0,3,female,26.0,1,0,16.1,S,Third,woman,False,C,Southampton,no,False,0.6192307692307693
1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,9.75
0,2,male,26.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,0.40384615384615385
0,3,male,27.0,1,0,14.4542,C,Third,man,True,C,Cherbourg,no,False,0.5353407407407408
1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,1.2512904761904762
1,3,male,20.0,1,1,15.7417,C,Third,man,True,C,Cherbourg,yes,False,0.787085
0,3,male,21.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,0.3740095238095238
0,3,male,21.0,0,0,16.1,S,Third,man,True,C,Southampton,no,True,0.7666666666666667
0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,0.5298491803278689
0,2,male,57.0,0,0,12.35,Q,Second,man,True,C,Queenstown,no,True,0.21666666666666667
1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,3.7123
0,3,male,26.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,0.3036846153846154
0,3,male,28.0,0,0,7.7333,Q,Third,man,True,C,Queenstown,no,True,2.4542053009493117
1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,0.375
0,3,male,51.0,0,0,7.0542,S,Third,man,True,C,Southampton,no,True,0.13831764705882352
1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,0.953125
0,1,male,28.0,0,0,0.0,S,First,man,True,C,Southampton,no,True,2.4542053009493117
0,3,female,9.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,3.0999999999999996
0,2,male,31.0,1,1,26.25,S,Second,man,True,C,Southampton,no,False,0.8467741935483871
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,C,Southampton,no,False,0.9679878048780488
0,3,male,28.0,1,0,16.1,S,Third,man,True,C,Southampton,no,False,2.4542053009493117
0,3,female,2.0,3,2,27.9,S,Third,child,False,C,Southampton,no,False,13.95
1,3,male,28.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,2.4542053009493117
1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,1.5985250000000002
1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,0.6339285714285714
0,3,male,28.0,0,0,7.55,S,Third,man,True,C,Southampton,no,True,2.4542053009493117
1,3,female,23.0,0,0,7.55,S,Third,woman,False,C,Southampton,yes,True,0.3282608695652174
1,2,female,18.0,0,1,23.0,S,Second,woman,False,C,Southampton,yes,False,1.2777777777777777
0,3,male,21.0,0,0,8.4333,S,Third,man,True,C,Southampton,no,True,0.40158571428571427
1,3,female,28.0,0,0,7.8292,Q,Third,woman,False,C,Queenstown,yes,True,2.4542053009493117
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,C,Queenstown,no,True,0.375
0,2,male,24.0,2,0,73.5,S,Second,man,True,C,Southampton,no,False,3.0625
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,C,Queenstown,no,False,0.484375
0,2,male,23.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,0.5652173913043478
0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,1.9530172413793105
1,1,male,50.0,2,0,133.65,S,First,man,True,C,Southampton,yes,False,2.673
0,3,male,40.0,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,0.18062499999999998
0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,0.5444148936170212
0,3,male,36.0,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,0.20821666666666666
1,3,male,20.0,1,0,7.925,S,Third,man,True,C,Southampton,yes,False,0.39625
